,Hep_D1_1,Hep_D1_2,Hep_D1_3,SW1116_D1_1,SW1116_D1_2,SW1116_D1_3,SW48_D1_1,SW48_D1_2,SW48_D1_3
ENSG00000013306.16,2487,2320.537,2426.006,4343.959,4095,4421,3438.77,2951.636,3245.999
ENSG00000013364.19,2498.533,2330,2479,2810.014,2975.754,3054.691,957.01,843.128,855.009
ENSG00000013374.17,2327.993,2479.985,2318.716,2489.066,3208.84,3290.803,1387.031,1504.652,1301.264
ENSG00000013375.17,2354.331,2421.227,2378.838,669.403,683.445,702.728,989.659,962.065,972.769
ENSG00000013392.8,237,236,271.112,55,56.001,72,87.002,61.009,73.307
ENSG00000013441.17,1574,1824.025,1584.001,1793,1568.998,1570.201,1594.999,1652,1753
ENSG00000013503.10,282,348,298,218,230,231,411,415,453.003
ENSG00000013523.11,353.44,372.274,398.386,356.444,468.625,431.001,1235.058,1173.422,1386.686
ENSG00000013561.18,1575.494,1735.934,1658.555,1080.157,1174.398,1199.921,715.167,741.295,680.769
ENSG00000013563.14,281.567,274.988,318.011,496.955,510.243,619.663,194.018,194.004,244.212
ENSG00000013573.17,265.296,249.196,247.584,3370.637,3764.168,3450.187,1936.63,1966.829,2265.145
ENSG00000013583.10,1196,1265.309,1205.001,1500.422,1343,1485,454.032,472,508.551
ENSG00000013588.9,568.71,607.179,601.879,29077.872,29417.399,29812.833,11106.202,12074.962,12048.92
ENSG00000013619.15,110.999,97,108,110,117.999,90,213,247.001,219.001
ENSG00000013725.14,0,0,0,51,99,67,0,0,0
ENSG00000013810.21,106.016,89,86,3152.927,2929,3004.999,2390,2151.002,2391.998
ENSG00000014123.10,1639.384,1960,1537.009,931,950,940.001,1363,1497.984,1542
ENSG00000014138.10,264.902,238.77,223.227,1800.235,1938.457,1865.937,968.207,974.209,945.247
ENSG00000014164.7,124,114,103,228,210,221,473,398,468
ENSG00000014216.16,2494.994,2264.002,2295.459,3899.2,4721.115,4800.481,7299.839,7278.406,7629.263
ENSG00000014257.17,0,0,0,0,1,0,0,0,0
ENSG00000014641.21,3301.976,3261.456,3388,2091.999,1948.001,2214.998,2669.999,2461.001,2728
ENSG00000014824.14,1370.999,1515,1350.001,1446.038,1775.001,1739.014,838.046,918.522,945.023
ENSG00000014914.21,318.999,335,284.999,391.999,367,378.001,158,128.999,153.001
ENSG00000014919.13,1468.62,1493.609,1486.648,1545.291,1797.261,1798.584,1166.804,1118.228,1130.299
ENSG00000015133.20,71,72,68.001,235,225.999,219,1034.001,1058.999,1129.453
ENSG00000015153.15,426.978,506.999,411.014,335.997,316.999,302,215,259.999,271.234
ENSG00000015171.21,1325.101,1544.703,1413.089,933.204,998.903,997.757,1695.626,1946.863,1848.012
ENSG00000015285.12,17,16.999,13,23,22,29,23,25,28
ENSG00000015413.10,0,0,0,499.955,503.001,512.999,7,17,12
ENSG00000015475.19,1105.999,1096,1169.972,1371.901,1277.535,1306.966,833.718,754.072,775.695
ENSG00000015479.20,5083.166,5468.166,4904.757,6365.414,7164.438,7070.413,5039.118,5546.729,5682.426
ENSG00000015520.15,1531,1526.999,1480,2,4,3,9,10,12
ENSG00000015532.10,379.606,321,347,453,514.003,491.004,315,283,256.003
ENSG00000015568.13,811.515,644.931,151.37,461.507,416.3,104.203,1034.821,1244.416,1436.438
ENSG00000015592.17,174,137,118.999,0,0,0,0,2,0
ENSG00000015676.18,816,742,799,1360,1569.036,1626.537,1986.018,1927.006,2072.509
ENSG00000016082.15,0,0,0,205,172,186,17,19,27
ENSG00000016391.11,486.702,524.281,511.829,327.523,393.269,373.691,608.805,552.56,661.691
ENSG00000016402.14,0,0,1,320,318.999,336.002,317.999,301,287.999
ENSG00000016490.16,0,0,0,0,0,0,0,0,0
ENSG00000016602.9,3,0,0,0,3,0,1,0,2
ENSG00000016864.19,544,618,499.435,409.172,360.996,383.009,732.108,708.754,745.999
ENSG00000017260.20,1492,1636.001,1496.8,4065.764,4575.437,4383.116,2554.553,3054.792,2806.286
ENSG00000017427.17,100.62,135.403,129.575,0,0,0,0,0,0
ENSG00000017483.16,10,14,17,3113.999,3396.09,3449.095,692.999,715.999,687.001
ENSG00000017797.13,1877.888,1946,1891.071,1926,2222,2300.589,2419.038,2448.193,2496.694
ENSG00000018189.13,945,1022.001,907,219,218,169.001,513.001,486.002,563
ENSG00000018236.15,0,0,0,1,1,0,0,0,0
ENSG00000018280.17,14.012,20,13,15.004,11.999,8,15.72,8,21.293
ENSG00000018408.15,634.83,688,619.044,334,351.352,342.004,134,166,144
ENSG00000018510.18,2035.491,2328.326,2060.125,2269.001,2662,2677.355,966.002,1114.996,1063.862
ENSG00000018607.9,0,0,0,0,0,0,0,0,0
ENSG00000018610.15,644.636,714.897,637.74,1363.079,1201.895,1396.795,609.402,509.39,581.166
ENSG00000018625.15,3,3,9,7.022,8,5,1,0,2
ENSG00000018699.13,212,229,195,393,411,438.999,528,469,482
ENSG00000018869.18,29.888,48.537,39.843,0,0,1,0,0,0
ENSG00000019102.12,0,0,0,1,1,0,1,2,0
ENSG00000019144.20,72.173,78.483,91.522,1048.027,1135.92,1056.424,961.621,963.402,1097.386
ENSG00000019169.11,3,2,3,2,1,3,5,2,3
ENSG00000019186.10,4,2,3,95,98,101.001,1,0,0
ENSG00000019485.14,90.001,51.999,64,214,255.001,240,275,314,274.001
ENSG00000019505.8,3,3,2,497,586,616,227.139,280.083,259.001
ENSG00000019549.13,175,176.999,146.035,2,4,4,2,5,7
ENSG00000019582.17,250.999,208.708,213.344,2958.899,2592.915,2874.062,32.288,58.42,54.152
ENSG00000019991.18,0,0,0,0,0,0,0,0,0
ENSG00000019995.6,1688.706,1749.245,1592.062,880.334,1239.2,1126.901,611.052,560.364,587.859
ENSG00000020129.16,499,449.748,455,482.993,612,539,1089,1098.159,1076
ENSG00000020181.18,3.592,0,1.139,15.031,23.221,21.97,577.978,569.726,602.464
ENSG00000020219.9,1,4,0,0,0,0,0,1,0
ENSG00000020256.20,201,172.001,216.001,304,405,400.999,362.424,425.014,427.009
ENSG00000020426.11,185.633,218.001,168,219.001,157.001,168.999,458.381,430,433.005
ENSG00000020577.14,784.107,752.998,748.999,356.999,426,370.009,583.001,636,607
ENSG00000020633.19,0,0,0,238,266,238,1,0,0
ENSG00000020922.13,550,627.004,529.646,1056.99,1066.046,1074.039,827.061,842.162,878.621
ENSG00000021300.14,0,1,5,332.999,327,319,55,44,53
ENSG00000021355.13,3492.05,3753.062,3518.072,5894.907,5727.004,5943.55,4905.999,4826.721,4859.722
ENSG00000021461.18,24.001,42.147,20.059,0,0,0,1,0,1.024
ENSG00000021488.13,151.001,163,149,43,42,60,9,2,7
ENSG00000021574.14,610.59,773.134,589.645,563.493,673.853,681.89,646.882,684.922,652.018
ENSG00000021645.20,1.055,4.021,2,3,1,5.776,9.724,1.002,8.179
ENSG00000021762.20,0,0,0,617.406,720.999,714.74,644,567.966,655
ENSG00000021776.11,757.999,731.001,663,908.001,1106.001,970.999,1314.999,1573.031,1543.999
ENSG00000021826.18,2269.435,2288.058,2061.973,8.609,7.856,10.301,322.052,281.956,312.327
ENSG00000021852.14,909.001,872.999,922.001,0,0,0,0,0,0
ENSG00000022267.19,90.001,87,87.001,2,0,2,1,2,1
ENSG00000022277.13,2162.977,2143.983,2265.005,2716.026,2657.999,2969,1255.722,1220.126,1222.001
ENSG00000022355.18,0,0,0,0,0,0,0,0,0
ENSG00000022556.16,0,0,2,0,3,1,0,0,0
ENSG00000022567.10,0,0,2,305.001,337,367.001,425,371.185,414.001
ENSG00000022840.17,2675.335,2644.394,2535.002,2256.998,2479.001,2455,2355.601,2456.876,2556.047
ENSG00000022976.16,109.205,83.412,94.247,112.091,115.024,103.508,676.3,647.078,759.644
ENSG00000023041.12,1205.071,1300.093,1240.362,2494.088,2392.55,2317.663,835.299,766.481,884.078
ENSG00000023171.20,0,0,0,474.034,519.025,607.001,0,1,0
ENSG00000023191.17,2355.998,2187.001,2449.409,2352.728,2345.31,2620.013,1682,1575.03,1630.001
ENSG00000023228.14,3417.523,3643.116,3330.22,2589.911,2840.946,2872.803,2229.963,2375.183,2168.054
ENSG00000023287.13,1711,1846.999,1520.816,1564.134,1786.001,1787,987.515,968.999,1047
ENSG00000023318.9,1078,1164,1024.999,1131.227,1002,1050,805,756.885,804.999
ENSG00000023330.15,5362.998,5380,5037.152,1446,1684,1754.999,1203,1227,1246
ENSG00000023445.17,5579.997,6206.999,5527.001,3907.999,4751.003,4680.011,1723.001,1907.001,1924.001
ENSG00000023516.9,1090.07,1247,1052,859,1064.882,1000,1382,1483,1606
ENSG00000023572.10,828.737,1029.895,805.672,531.304,436.818,469.753,297.506,313.035,312.28
ENSG00000023608.5,302.406,362.493,284.098,240.008,227,209.083,164.062,140.458,163.01
ENSG00000023697.13,3131.007,3641.999,3403.999,2361.024,2284,2471.999,772.001,759,794
ENSG00000023734.11,5683,6309,5602.402,7948.003,7644.236,8067.023,4689.964,4591.491,4632
ENSG00000023839.12,4910.658,5115.864,4787.595,1282,1507.306,1391.001,16,20,8
ENSG00000023892.12,12,25,18,54.001,51,50,1293.491,1241.999,1428.665
ENSG00000023902.14,393.001,361.463,402,110,117,123,29,19,24
ENSG00000023909.10,2618.882,3183.156,2548,1367.642,1481.027,1281.002,1161.086,1182.113,1207.046
ENSG00000024048.11,714.338,762,741,598,692.966,679,1195,1326,1435
ENSG00000024422.12,94,83,94,98.004,105,91,325,278.003,389.028
ENSG00000024526.17,9,9,10,499.725,500.458,541.765,492.983,510.508,412
ENSG00000024862.18,407,409,465,320,308,311,192,185,149
ENSG00000025039.15,1064,1152,1194.29,231,249,236,0,1,0
ENSG00000025156.13,339,367,349,345,313.811,334,377,393.787,418
ENSG00000025293.17,326.08,346.117,301.686,581,640.996,672.063,468.851,537.86,500.473
ENSG00000025423.11,1940,1849.001,1769.894,31,31.023,36,17.078,23,8
ENSG00000025434.19,470.089,403.775,504.999,574.005,598.999,701,177,182,176.999
ENSG00000025708.14,3524.885,3377.663,3555.17,72.601,67.16,62.959,73.616,57.755,70.903
ENSG00000025770.19,638.441,546.806,553.118,1257.791,1131.982,1204.526,1102.271,1135.924,1171.82
ENSG00000025772.8,1947.019,1854,1876,3209.013,3511,3569.357,1802,1562.526,1656
ENSG00000025796.14,1745.724,1763.943,1745.719,2074.733,2272.788,2269.859,912.924,1016.92,1046.165
ENSG00000025800.14,1492.786,1679.259,1506,1266.023,1449.83,1387.894,2469.072,2645.655,2609.706
ENSG00000026025.16,5537.768,5436.481,5185.812,42,37,42,17.67,14,13
ENSG00000026036.23,31.658,19.959,38.996,175.191,189.38,148.433,492.052,479.742,476.774
ENSG00000026103.25,5065.912,5554.761,5127.898,702.636,707.545,659.135,2495.488,2697.998,2771.359
ENSG00000026297.17,139.177,134.15,135.289,1573.891,1368.857,1488.334,1389.645,1311.922,1318.544
ENSG00000026508.21,957.001,950.001,904,6395.775,6761.892,6650.975,3326.999,3358.832,3471.147
ENSG00000026559.14,4.968,4.018,6.831,14.634,6.311,4.964,6.661,4.024,10.162
ENSG00000026652.15,4,3,7,25,27,30,59,59,47
ENSG00000026751.17,80,45,39.365,3,4.922,5,0,0,0
ENSG00000026950.17,166.969,151.479,134.174,146.653,195.996,159.196,763.481,706.661,752.908
ENSG00000027001.10,111,125,126,635,698.001,802.999,811,829,857
ENSG00000027075.17,39,47,60,62,84.001,63,0,2,3
ENSG00000027644.5,0,0,0,0,0,4,0,1,0
ENSG00000027697.16,2941.999,3220.002,2786.001,2398.534,2472.07,2365.648,683,756.001,768.999
ENSG00000027847.14,385.001,335.001,373,531.406,418.001,458,266.999,250,308
ENSG00000027869.12,51,52,29,160,169,164,328,305,321.27
ENSG00000028116.18,586.059,545.961,500.644,920.922,931.23,904.435,383.274,448.208,371.572
ENSG00000028137.19,245.011,280,246,1084,1245,1262,293,298.004,334.088
ENSG00000028203.19,1223.998,1467.999,1277.001,1837.01,1821.002,1970.999,1098.522,1144,1156.004
ENSG00000028277.22,0,2,0,10,11,8,85,86.019,84
ENSG00000028310.18,508.991,462.985,505.001,1061.001,1103.993,1098.996,1736.342,1511.16,1774.758
ENSG00000028528.15,1995.074,2096.999,1940.99,951.001,1040.999,1044.199,2252,2194.004,2342.02
ENSG00000028839.10,461.999,488.197,434.548,588.571,551.436,573.073,236.684,236.512,191.191
ENSG00000029153.15,970.041,1121.85,1020.037,3451.98,4054.555,3904.043,896.646,921.11,953.135
ENSG00000029363.17,3315.878,3607,3252.173,5799.504,6836,6933.084,5741.001,6486.919,6436.479
ENSG00000029364.12,2143.802,2278.928,2084.005,1140,1431.002,1364.039,2464.467,2679.018,2665.896
ENSG00000029534.22,1,0,2,4,3,8,0,4,2
ENSG00000029559.7,0,0,0,0,0,1,0,0,0
ENSG00000029639.11,305.937,337.686,339.826,335.209,311.035,339.798,198.874,163.284,189.228
ENSG00000029725.17,896.914,972.225,1011.436,628.598,773.683,790.119,1382.902,1649.58,1433.564
ENSG00000029993.15,2014,2205.999,2131.001,1495,1490.001,1672,1653.975,1756.071,1555.704
ENSG00000030066.14,694.999,745,706,3344.409,4070.174,3666.37,2381.001,2389.017,2479.136
ENSG00000030110.14,908,833,790.001,568,651,639,1032,925,1016
ENSG00000030304.15,0,0,0,0,1,0,0,0,0
ENSG00000030419.17,4,16,5,0,0,2,8,30,23
ENSG00000030582.19,2137.679,1977.934,2011.148,2299.999,2510.973,2415,5091.999,4602.991,4914.718
ENSG00000031003.11,791,820.999,743,549,642,520.869,818,833.001,747
ENSG00000031081.11,18,14,14,24,31,17,232,219,218
ENSG00000031691.7,70,109,84,516,476,493,113,108,84
ENSG00000031698.13,5057.75,5148.999,5092.61,2555.373,3115.001,3455,3188.842,3034.916,3064
ENSG00000031823.14,741.001,697,670.065,878,891.01,1002.001,1386.982,1297,1324.999
ENSG00000032219.19,601,650,573,386.221,495,469.001,716.674,690.999,699.001
ENSG00000032389.13,232.999,171.999,229,694,655.001,825,533,487,518.001
ENSG00000032444.17,638,522,640,338.999,460,431,1567.847,1492.037,1587.557
ENSG00000032742.18,272,353.998,328.001,364.999,332,370.999,254.003,300.487,279.725
ENSG00000033011.14,1080.315,959.34,1085.751,1004.325,1037.705,1145.634,1005.634,1012.61,1139.785
ENSG00000033030.16,655.04,692.462,669.054,1319.038,1051.699,1128.145,826.733,837.384,940.134
ENSG00000033050.9,809.152,798.742,825.532,2614.728,2482.153,2599,2529.332,2397.528,2401.038
ENSG00000033100.17,1272.845,1065.089,1194.002,1158.985,1287.301,1308.04,3621.322,3503.104,3689.451
ENSG00000033122.21,41.966,22.534,23.566,27.284,33.769,32.387,45.495,71.521,83.21
ENSG00000033170.17,3.199,3.814,10.307,198.427,234.202,237.318,233.832,288.721,267.19
ENSG00000033178.13,1120.999,1319.001,1097.724,1464,1713,1544,1516.001,1587.999,1535
ENSG00000033327.13,208,239,218.042,53,94,83,502.001,504,531
ENSG00000033627.18,989.025,969.018,980.091,440,624,552.008,1754.894,1927.381,1909.514
ENSG00000033800.14,467.648,486.792,468.321,551.674,594.23,545.231,698.709,688.315,742.475
ENSG00000033867.17,234.999,278.999,193,373,391,372,1308.999,1488.999,1587
ENSG00000034053.15,0,0,0,44,38.358,40,269,228,245
ENSG00000034152.20,3401.999,3278.007,3282.276,2511,2715.001,2814.032,3226,3021.443,3129
ENSG00000034239.11,0,2,3,0,0,0,0,0,0
ENSG00000034510.6,7766.827,7562,7892.527,23297.009,17653.308,21071.558,10727.799,9885.192,10039.992
ENSG00000034533.12,91,90,102.2,162.651,136.563,164.883,117.448,100.761,108.489
ENSG00000034677.13,1591.547,1669.673,1530.749,411,482,498.997,375,397,346
ENSG00000034693.15,946.751,951,872.999,647,642,615,309,265,340.694
ENSG00000034713.8,1707.263,1951,1745,757,682.021,801,802.999,763.999,808.001
ENSG00000034971.17,0,0,0,0,0,0,0,0,0
ENSG00000035115.22,113.999,120,106.001,1536.862,1435.847,1467.662,803,830.216,832.512
ENSG00000035141.9,1166.001,1180.001,1104.001,3181.291,2981,3002.829,1839.601,1713.532,2038.348
ENSG00000035403.18,2423.126,2406.189,2315.664,1847.384,2502.917,2236.141,3725.307,3905.186,4115.788
ENSG00000035499.13,6,3,2,355,392,417,376.999,368,365
ENSG00000035664.11,89.049,90.554,66.101,25.694,35.689,29,73.201,70.339,79.97
ENSG00000035681.9,310.999,363.999,360.999,977,1035.001,1045,1193.002,1265.238,1226.001
ENSG00000035687.10,1137.997,1277,1045.727,1734.408,1877,1959,1246.001,1225,1290.997
ENSG00000035720.8,0,0,0,0,0,0,0,0,0
ENSG00000035862.13,36,43,36,4421.644,4597.494,4639.404,954,991,927
ENSG00000035928.17,1853,1933.526,1766,2100.002,2961.003,2874.999,1602.629,1696.999,1572
ENSG00000036054.13,1595.001,1912.001,1605.001,1238.999,1301.961,1307.999,832.001,933.518,840
ENSG00000036257.14,1618.823,1796.689,1622.567,1977.9,2061.829,2009.14,1379.04,1451.325,1402.707
ENSG00000036448.10,75,51,70,60.999,63,77,129.001,149.001,145
ENSG00000036473.8,76,69,47,0,0,0,0,0,0
ENSG00000036530.9,6,10.922,14.349,3,0,5,37.784,26.145,42.079
ENSG00000036549.13,641,709.085,665,583,628.027,596,650,777.001,693.011
ENSG00000036565.15,0,0,0,0,0,0,0,1,1
ENSG00000036672.16,520.999,540,528,4,12,6,174,152,140.971
ENSG00000036828.17,111.53,97.145,91.361,115.299,98.681,101.73,151.69,139.445,178.655
ENSG00000037042.9,266.281,254.964,226.349,251.361,257.089,240.004,526.278,449.275,466.288
ENSG00000037241.7,1898.068,1881.12,1901.112,1216,1065.996,1248,430.996,438.993,442.988
ENSG00000037280.16,0,0,2,5,3,3,1,0,2.002
ENSG00000037474.15,2707.023,2871.673,2643.503,3500.011,3802.694,3940.714,3175.046,3078.058,3242.998
ENSG00000037637.11,297,297.732,264.996,223.002,225.001,252.152,630,617.991,592.059
ENSG00000037749.13,1072,1184.87,971.999,657,847.061,717.501,306.155,310.999,338
ENSG00000037757.14,1506.048,1637.822,1596.628,515,504.479,433.846,1138.01,1077.828,1170.531
ENSG00000037897.17,292.999,272.001,282.378,624.001,544.999,644.999,173.995,161.978,170.08
ENSG00000037965.6,0,0,0,77,86,85,51,43,39
ENSG00000038002.9,497,494.001,502.405,283,281,352,307.999,339,283
ENSG00000038210.14,1678,1836.898,1649.293,671,866,761,898.011,1000,1023
ENSG00000038219.13,1468.245,1320,1340.999,1960.822,2270.011,2050.835,962.779,1106.008,1176.193
ENSG00000038274.18,1546.999,1766,1493.586,1888.971,1958.117,2060.226,1436,1359.915,1472.001
ENSG00000038295.8,3,1,0,0,0,0,1,0,0
ENSG00000038358.15,1163.246,1026.856,1080.331,1011.655,1201.013,1157.762,2233.275,2329.481,2391.956
ENSG00000038382.23,1184,1220.001,1256,752,960.044,829.951,1381,1467.152,1421.999
ENSG00000038427.16,26,36,21,0,0,1,3,0,0
ENSG00000038532.17,183,183.001,213,421.127,436.998,373,648.001,726,743.001
ENSG00000038945.15,0,0,0,0,0,0,0,0,0
ENSG00000039068.20,1319.001,1355,1348.005,4810.031,5998.846,5427.858,4197,4623.064,4507.312
ENSG00000039123.16,1177.281,1218.084,1128.688,2106.853,2374.293,2324.394,1126.278,1237.876,1357.946
ENSG00000039139.11,43,34.999,25,20,13,21,5,6,5
ENSG00000039319.17,1159.038,1329.51,1126.715,1005.234,1038.464,1015.969,1041.22,1107.274,1125.869
ENSG00000039523.20,1435,1435.486,1459.001,935.999,1027.001,1060.364,1386.999,1320.968,1398
ENSG00000039537.16,329,302,266,0,0,0,0,0,0
ENSG00000039560.14,1272.001,1377.006,1277,1024.999,1192.001,1114.999,625,662,593.999
ENSG00000039600.11,2,2,3,29,42.999,45,3,2,6
ENSG00000039650.12,424.08,384.094,412.068,439.358,413.088,402.138,852.266,767.145,912.801
ENSG00000039987.7,0,0,3,1,0,0,1,2,1
ENSG00000040199.18,475.817,507.559,458,293,322,305.578,427.001,432.896,403.124
ENSG00000040275.17,342,386,350,1289,1225.999,1272,260,237,228
ENSG00000040341.18,173.296,185.319,139.391,311.065,321.57,342.958,344.456,387.777,385.125
ENSG00000040487.13,783.931,585.941,757.956,222,236.973,239.001,372.998,299.477,335.231
ENSG00000040531.16,453.362,457.306,439.231,177.134,194.311,215.066,539.066,532.38,607.405
ENSG00000040608.14,33,31,45,121,102,81,674.002,555.793,645
ENSG00000040633.13,1189.001,1153.999,1089.024,485,514.999,620,343.985,296,301
ENSG00000040731.10,0,0,0,0,0,0,1,0,7
ENSG00000040933.16,207.999,257.001,286,339,363,401,1171.001,1206,1340.999
ENSG00000041353.10,49,44,45,94,99,103,185,250,236
ENSG00000041357.16,6156.005,6678.01,6003.558,7174,6373.242,7210.773,3570.001,3620.427,3718.009
ENSG00000041515.16,0,3,2,6,0,1,11,7,12
ENSG00000041802.11,1816.808,1849,1670.001,2582.124,3195,3101.966,1684.043,1769.557,1837.962
ENSG00000041880.15,519.999,502.001,554.001,232.001,221.001,226.999,1136.999,1065.999,1121
ENSG00000041982.17,241,235,176,844.001,991.001,991.001,214,271.981,268.001
ENSG00000041988.16,210.242,171.425,162.076,123.478,115.267,110.293,275.899,231.692,243.889
ENSG00000042062.13,6.063,10.052,4,14.918,9.007,17.003,8.405,7.17,20.001
ENSG00000042088.14,243,284.999,236,214.001,249,241,419.999,394.003,467.999
ENSG00000042286.15,1969.113,1894.872,1961.287,1833.897,1911.999,2086.325,4106.331,3934.861,4094.194
ENSG00000042304.14,0,0,0,0,0,0,0,0,0
ENSG00000042317.17,197,210,181,66,61,61,282.002,288.995,247
ENSG00000042429.12,994.439,1155.085,942.453,1277.478,1160.059,1184.713,814.612,881.129,949.735
ENSG00000042445.14,9138,8745.481,8846.346,1419.289,1700.13,1735.001,5662.821,5568.935,5620.234
ENSG00000042493.16,645,509.999,594,4608.001,4243.926,5065.142,936.001,855.979,853
ENSG00000042753.12,1616.999,1524.001,1658,1418,1454.958,1574.638,1479.999,1251.925,1364.901
ENSG00000042781.14,16,42,26,11,11,8,1,2,1
ENSG00000042813.8,0,2,0,0,0,0,0,0,0
ENSG00000042832.12,3,4,1,1,2,1,3,4,6
ENSG00000042980.14,0,0,0,1,4,2,1,0,0
ENSG00000043039.7,5,1,2,215.99,184.016,218.029,10.99,20,13.022
ENSG00000043093.15,1687,1937.718,1616.117,1438.02,1718.004,1614.999,1058.002,1145.377,1120
ENSG00000043143.22,242,237.56,197.999,866,1116.006,1081,957.001,1027.304,1032
ENSG00000043355.12,9,10,7,303,249,297,345,305,379
ENSG00000043462.13,0,0,0,3,8,4,0,0,0
ENSG00000043514.17,506.012,577,481.001,693.001,537.999,615.169,657.107,669,721.999
ENSG00000043591.6,0,2,2,11,18,11,8,13,7
ENSG00000044012.4,25,16,18,5,8,0,0,0,0
ENSG00000044090.13,579.148,472.999,475.999,284.991,293.001,319.005,2357.224,2293.127,2465.702
ENSG00000044115.21,3273.192,3150.959,3046.001,5772.002,6173.989,6358.996,3621.914,3730.569,3942.204
ENSG00000044446.12,294.846,359.086,260.79,406.026,436.419,414,549.106,619.369,642.99
ENSG00000044459.15,224,280.032,251.999,49.016,41,45,79.001,90,107.001
ENSG00000044524.11,0,0,0,0,0,0,0,0,0
ENSG00000044574.9,8125.591,8495.965,8036.312,9611.001,8945.251,9816.733,20741.307,20638.066,20268.783
ENSG00000046604.14,3984.367,4440.184,3904.792,2334.149,2931.549,2804.95,4679.587,4990.438,4829.06
ENSG00000046647.14,322.728,318.293,368.254,200.047,149.837,168.578,195.063,176.758,215.872
ENSG00000046651.16,975.002,1005,975.03,1613.007,1583.004,1420,1099.002,1236.456,1333.21
ENSG00000046653.15,6,14,2.166,23,24,17.733,37,53,65
ENSG00000046774.10,0,0,0,61,69,101,0,0,0
ENSG00000046889.19,19,33,21,0,0,0,0,1,2
ENSG00000047056.18,434.003,429,428.822,165.999,203.001,197,663.022,577.999,624.035
